page,country,rev_id,score,FIPS,Type,TimeFrame,Data (M),Population,Region
Jüri Pihl,Estonia,769220373,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
First Ladies and Gentlemen of Estonia,Estonia,770460713,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Kadri Simson,Estonia,771522222,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Johannes Kert,Estonia,772757887,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Tarmo Kõuts,Estonia,772758280,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Sven Mikser,Estonia,773070099,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Johannes Vares,Estonia,776891202,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Heinz Valk,Estonia,777391887,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Johannes Sikkar,Estonia,781261235,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Olev Olesk,Estonia,781499952,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Maire Aunaste,Estonia,782571911,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Emma Asson,Estonia,782593951,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Hjalmar Mäe,Estonia,783366588,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Margus Hanson,Estonia,783438473,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Viktor Kingissepp,Estonia,783501424,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Johan Kõpp,Estonia,784508377,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Ene Ergma,Estonia,784720105,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Toomas Vitsut,Estonia,784971707,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Karl Vaino,Estonia,785205478,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Raul Mälk,Estonia,785593708,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Jaan Manitski,Estonia,786133493,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Jaan Poska,Estonia,787548038,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Margus Kolga,Estonia,788015573,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Priit Sibul,Estonia,788026379,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Tiiu Aro,Estonia,788038042,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Sven Sester,Estonia,788198119,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Johannes Käbin,Estonia,788692896,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Andres Tarand,Estonia,788791785,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Ivari Padar,Estonia,788791810,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Kristiina Ojuland,Estonia,788791818,C,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Carmen Kass,Estonia,789002256,C,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Andres Lipstok,Estonia,789074546,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Ivi Eenmaa,Estonia,789097842,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Anne Sulling,Estonia,789327183,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Urve Palo,Estonia,789881350,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Marianne Mikko,Estonia,790607914,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Siiri Oviir,Estonia,790607921,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Katrin Saks,Estonia,790607928,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Jaak Uudmäe,Estonia,791275368,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Taavi Aas,Estonia,791614203,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Enno Penno,Estonia,793463971,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Mart Siimann,Estonia,793967062,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Rein Taagepera,Estonia,794464696,C,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Karl Robert Pusta,Estonia,795398335,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Tanel Tammet,Estonia,795401953,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Igor Gräzin,Estonia,795751712,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Hardo Aasmäe,Estonia,795857088,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Kaia Iva,Estonia,795900424,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Aleksei Lotman,Estonia,795963122,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Arnold Green (politician),Estonia,796347441,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Endel Lippmaa,Estonia,796402035,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Annely Akkermann,Estonia,796404127,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Artur Sirk,Estonia,797454727,B,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Helir-Valdor Seeder,Estonia,797823998,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Maimu Berg,Estonia,798496045,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Raimond Kaljulaid,Estonia,798584054,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Heinrich Gutkin,Estonia,799648428,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Jüri Luik,Estonia,799723962,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Marie Reisik,Estonia,800393787,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Lagle Parek,Estonia,800669766,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Arnold Susi,Estonia,800725347,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Eduard von Stackelberg,Estonia,800837652,C,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Siim Kallas,Estonia,801053828,C,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Mailis Reps,Estonia,801053882,C,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Eiki Nestor,Estonia,801218162,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Richard Övel,Estonia,801308653,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Jaak Aab,Estonia,801575827,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Artur Mägi,Estonia,802024349,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Toivo Maimets,Estonia,802024403,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Elmar Lipping,Estonia,802254367,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Ülle Madise,Estonia,802254801,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Peeter Põld,Estonia,802493941,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Nikolai Janson,Estonia,802682874,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Sven Jürgenson,Estonia,803192708,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Jaan Lattik,Estonia,803427654,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Priit Toobal,Estonia,803559007,Stub,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Anna-Maria Galojan,Estonia,803559111,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Yoko Alender,Estonia,803710731,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Otto Strandman,Estonia,804688439,C,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Avdy Andresson,Estonia,804765001,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Kersti Kaljulaid,Estonia,804975827,C,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Erki Nool,Estonia,805230802,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Jüri Ratas,Estonia,805889963,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Vilja Toomast,Estonia,806026487,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Jüri Tamm,Estonia,806207317,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Jüri Jaanson,Estonia,806396405,C,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Toomas Tõniste,Estonia,806638701,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Jevgeni Ossinovski,Estonia,806824433,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
Marju Lauristin,Estonia,807376828,Start,EE,Country,2019,1.331,1331000,NORTHERN EUROPE
List of Nigerien politicians,Niger,701961167,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Aliou Mahamidou,Niger,729036678,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Women in Niger,Niger,732698569,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Ousmane Issoufou Oubandawaki,Niger,746641174,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Amadou Salifou,Niger,746641769,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Saloum Traoré,Niger,747227236,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Ouhoumoudou Mahamadou,Niger,748960302,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Abdou Daouda,Niger,749475623,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Oumarou Sidikou,Niger,749664506,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Seyni Kountché,Niger,756436639,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Mounkaïla Aïssata,Niger,757077664,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Ide Oumarou,Niger,763559398,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Hadiza Moussa Gros,Niger,766803816,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Issoufou Sidibé,Niger,767204330,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Ibrahim Yacouba,Niger,773226859,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Mohamed Abdoulahi,Niger,778186444,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Karidjo Mahamadou,Niger,778325159,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Djibo Bakary,Niger,779415449,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Kalla Ankourao,Niger,779898518,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Mariama Hima,Niger,780526256,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Zodi Ikhia,Niger,780755271,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Marou Amadou,Niger,781087640,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Mano Dayak,Niger,781326060,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Mahamadou Danda,Niger,782969036,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Mahamane Saley,Niger,782969411,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Barcourgné Courmo,Niger,783597234,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Mahamane Ousmane,Niger,787345927,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Moumouni Adamou Djermakoye,Niger,787351488,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Mamane Oumarou,Niger,787467191,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Ali Saibou,Niger,787915396,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Issaka Souna,Niger,788005295,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Abdou Labo,Niger,788266817,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Hama Amadou,Niger,788423448,B,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Ali Lamine Zeine,Niger,788476152,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Moussa Moumouni Djermakoye,Niger,788476782,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Sanoussi Jackou,Niger,788531680,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Seyni Oumarou,Niger,788536914,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Amadou Ali Djibo,Niger,788737448,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Amadou Cheiffou,Niger,788737626,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Amadou Cissé,Niger,788737634,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Yacouba Sido,Niger,788825708,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Oumar Ba,Niger,788827164,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Mohamadou Djibrilla Maïga,Niger,788827251,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Issoufou Saidou-Djermakoye,Niger,788828189,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Hamani Diori,Niger,789125839,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Ilguilas Weila,Niger,789936677,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Aïchatou Mindaoudou,Niger,790174856,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Boukary Adji,Niger,792030177,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Brigi Rafini,Niger,792319498,B,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Aminatou Maïga Touré,Niger,792860528,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Aïchatou Boulama Kané,Niger,792860712,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Maman Sambo Sidikou,Niger,792929200,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Abdoulaye Hamani Diori,Niger,793666413,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Salou Djibo,Niger,793822837,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
List of Prime Ministers of Niger,Niger,794389558,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Albadé Abouba,Niger,794650433,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
André Salifou,Niger,796049535,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Ali Badjo Gamatié,Niger,796630100,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Hamid Algabid,Niger,796644914,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Issa Lamine,Niger,796657167,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Hassoumi Massaoudou,Niger,797819561,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
List of heads of state of Niger,Niger,798200725,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Daouda Marté,Niger,798942138,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Mamadou Tandja,Niger,799015527,GA,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Mohamed Bazoum,Niger,799022189,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Nassirou Sabo,Niger,799083117,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Daouda Malam Wanké,Niger,800429627,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Souley Abdoulaye,Niger,800651407,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Falké Bacharou,Niger,802704651,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Foumakoye Gado,Niger,803816260,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Mariama Gamatié Bayard,Niger,803851630,Start,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Ibrahim Hassane Mayaki,Niger,804977832,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Abdou Sidikou,Niger,805353212,Stub,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Mahamadou Issoufou,Niger,806155068,GA,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Ibrahim Baré Maïnassara,Niger,807173940,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Habi Mahamadou Salissou,Niger,807388274,C,NE,Country,2019,24.189,24189000,WESTERN AFRICA
Carlos Durán Cartín,Costa Rica,703055426,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Aniceto Esquivel Sáenz,Costa Rica,703055552,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Alberto Oreamuno Flores,Costa Rica,703416870,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
António Pinto Soares,Costa Rica,705177330,Start,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Manuel Mora,Costa Rica,705402311,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Ricardo Toledo,Costa Rica,706458967,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Bernardo Soto Alfaro,Costa Rica,708172804,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Rubén Pacheco (Costa Rica),Costa Rica,711197366,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Vicente Aguilar Cubero,Costa Rica,714840469,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Florentino Alfaro Zamora,Costa Rica,714840544,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Apolinar de Jesús Soto Quesada,Costa Rica,714840569,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Bernardo Rodríguez y Alfaro,Costa Rica,714840680,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Manuel Antonio Bonilla Nava,Costa Rica,714840697,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Roberto Brenes Mesén,Costa Rica,714840777,Start,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Joaquín Bernardo Calvo Rosales,Costa Rica,714840837,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Ramón Castro y Ramírez,Costa Rica,714840980,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
José Joaquín Chaverri Sievert,Costa Rica,714841020,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Cipriano Pérez y Arias,Costa Rica,714841062,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
José Andrés Coronado Alvarado,Costa Rica,714841086,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Domingo González Pérez,Costa Rica,714841151,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Narciso Esquivel y Salazar,Costa Rica,714841338,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Eusebio Figueroa Oreamuno,Costa Rica,714841426,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Gerardo Gómez Ramírez,Costa Rica,714841526,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Victoria Guardia Alvarado,Costa Rica,714841549,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Joaquín de Iglesias Vidamartel,Costa Rica,714841686,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Agapito Jiménez Zamora,Costa Rica,714841738,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Jorge Hine Saborío,Costa Rica,714841752,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Juan Fernando Echeverría,Costa Rica,714841815,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Juan José de Bonilla y Herdocia,Costa Rica,714841858,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Juan de Obregón y Espinosa,Costa Rica,714841873,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Pedro María León-Páez y Brown,Costa Rica,714841892,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Luis Diego Sáenz Carazo,Costa Rica,714841930,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
José María Zeledón Brenes,Costa Rica,714841955,Start,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Rodrigo Madrigal Nieto,Costa Rica,714841985,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Manuel José Carazo Bonilla,Costa Rica,714842025,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Manuel María de Peralta y López del Corral,Costa Rica,714842046,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Manuel de Jesús Jiménez Oreamuno,Costa Rica,714842063,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Juan Rafael Mata Lafuente,Costa Rica,714842207,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Carlos Meléndez Chaverri,Costa Rica,714842220,Start,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
José Merino del Río,Costa Rica,714842279,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Miguel Carranza Fernández,Costa Rica,714842317,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Felipe Francisco Molina y Bedoya,Costa Rica,714842345,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Félix Arcadio Montero Monge,Costa Rica,714842398,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
José Joaquín Mora Porras,Costa Rica,714842448,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Ricardo Moreno Cañas,Costa Rica,714842472,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Rafael Moya Murillo,Costa Rica,714842487,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
José Concepción Pinto Castro,Costa Rica,714842612,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Eusebio Prieto y Ruiz,Costa Rica,714842651,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
René Picado Michalski,Costa Rica,714842740,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Ricardo Toledo Carranza,Costa Rica,714842754,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Percy Rodríguez,Costa Rica,714842769,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
José Carlos Sáenz Esquivel,Costa Rica,714842852,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Tomás Enrique Soley Soler,Costa Rica,714842948,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Roberto Tovar Faja,Costa Rica,714842972,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Tranquilino de Bonilla y Herdocia,Costa Rica,714842989,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Gerardo Trejos Salas,Costa Rica,714843010,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Juan José Ulloa Solares,Costa Rica,714843033,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Santos Velázquez y Tinoco,Costa Rica,714843056,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Jorge Volio Jiménez,Costa Rica,714843100,Start,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Julián Volio Llorente,Costa Rica,714843116,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Francisco María Iglesias Llorente,Costa Rica,717821123,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Óscar López (politician),Costa Rica,719078120,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Olivier Pérez González,Costa Rica,724328535,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Sonia Marta Mora Escalante,Costa Rica,724408103,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Germán Serrano Pinto,Costa Rica,724632104,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Miguel de Bonilla y Laya-Bolívar,Costa Rica,725855691,Start,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Kevin Casas Zamora,Costa Rica,726228430,Start,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Olga Marta Sánchez Oviedo,Costa Rica,726274324,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Marcela Guerrero Campos,Costa Rica,726274433,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Nidia María Jiménez Vásquez,Costa Rica,726274540,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Laura María Garro Sánchez,Costa Rica,726275029,Start,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Máximo Fernández Alvarado,Costa Rica,728723046,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
José María Montealegre,Costa Rica,729822489,Start,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Ascensión Esquivel Ibarra,Costa Rica,730789490,Start,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Ricardo Castro Beeche,Costa Rica,730799334,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Florencio del Castillo,Costa Rica,734344899,Start,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Andrés Venegas García,Costa Rica,737612557,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Rodrigo Alberto Carazo Zeledón,Costa Rica,738879179,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Alfio Piva,Costa Rica,739159758,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Luis Liberman,Costa Rica,739159948,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Juan de los Santos Madriz y Cervantes,Costa Rica,740120212,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Rafael Francisco Osejo,Costa Rica,743024451,Start,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Rafael Calderón Muñoz,Costa Rica,744108635,Start,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Fernando Volio Jiménez,Costa Rica,746882155,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Tobías Zúñiga Castro,Costa Rica,748916934,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
María Teresa Obregón Zamora,Costa Rica,749906649,C,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Luis Fishman Zonzinski,Costa Rica,749929624,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Alejandro Alvarado García,Costa Rica,751088851,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
José Antonio Pinto Castro,Costa Rica,751089029,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Rafael Ramírez Hidalgo,Costa Rica,751089166,Stub,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
Isaac Felipe Azofeifa,Costa Rica,755824969,Start,CR,Country,2019,5.111000000000001,5111000,CENTRAL AMERICA
