page,country,rev_id,score,FIPS,Type,TimeFrame,Data (M),Population,Region
Andrzej Wyglenda,Poland,795004356,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Magdalena Ogórek,Poland,795170157,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Baudouin de Courtenay,Poland,795296050,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Mikołaj Rej,Poland,795331273,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Mikołaj Budzanowski,Poland,795637315,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Janusz Wójcik,Poland,795809245,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Feliks Łubieński,Poland,796000828,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Kazimierz Wyka,Poland,796010493,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Adam Ołdakowski,Poland,796085938,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Count Kasimir Felix Badeni,Poland,796145341,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Wojciech Sawicki,Poland,796293323,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jędrzej Giertych,Poland,796444516,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Bogusław Liberadzki,Poland,796601719,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Pietrzak,Poland,796920345,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Eliza Roszkowska Öberg,Poland,797082323,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Andrzej Kosztowniak,Poland,797219544,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Bronisław Pieracki,Poland,797221123,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Michał Janiszewski,Poland,797236446,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Herman Lieberman,Poland,797307688,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Kazimierz Badowski,Poland,797478791,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Andrzej Rafałowicz,Poland,797533722,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Józef Zabiełło,Poland,797541245,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Roman Bartoszcze,Poland,797608534,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Karol Kuryluk,Poland,797616572,B,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Antoni Barnaba Jabłonowski,Poland,797616854,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Zbigniew Stonoga,Poland,797654193,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Wiktor Budzyński,Poland,797890331,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Józef Lewartowski,Poland,797913031,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Józef Kasprzyk,Poland,798140163,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Ryszard Schnepf,Poland,798188604,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Herman Diamand,Poland,798213194,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Hilary Minc,Poland,798216971,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Mateusz Szczurek,Poland,798266966,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Joachim Lelewel,Poland,798410016,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Izabela Czartoryska,Poland,798479185,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Milena Rudnytska,Poland,798491187,GA,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Michał Boni,Poland,798762044,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Stroński,Poland,798839962,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Daniel Pawłowiec,Poland,798867232,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Michal Mackevič,Poland,798984670,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Leopold Stanisław Kronenberg,Poland,799128147,B,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Agenor Maria Gołuchowski,Poland,799229628,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Death and state funeral of Lech and Maria Kaczyński,Poland,799366688,GA,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Bolesław Drobner,Poland,799820691,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Spieprzaj dziadu!,Poland,800178857,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Adolf Berman,Poland,800217131,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Lech Dymarski,Poland,800323924,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Marie Louise Gonzaga,Poland,800625589,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Grabski,Poland,800680773,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stefan Staszewski,Poland,800690139,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Szmul Zygielbojm,Poland,800739786,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Ludomir Goździkiewicz,Poland,800910684,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Eugeniusz Jagiełło,Poland,800959451,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Waldemar Zboralski,Poland,801147834,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Ignacy Hryniewiecki,Poland,801204367,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Ewald Latacz,Poland,801250724,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Witold Hensel,Poland,801280551,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Władysław Anders,Poland,801293111,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Zenon Nowak,Poland,801333418,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Zygmunt Balicki,Poland,801341902,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Anna Kalata,Poland,801375466,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Tadeusz Żuliński (activist),Poland,801398388,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Patryk Jaki,Poland,801398623,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Krystian Legierski,Poland,801609312,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Małgorzata Gryniewicz,Poland,801758196,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Mariusz Kazana,Poland,801783456,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Wiesław Chrzanowski,Poland,802081826,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Adam Andruszkiewicz,Poland,802303316,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Chryzostom Czapski,Poland,802303823,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Bronisław Geremek,Poland,802500342,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Zofia Wasilkowska,Poland,802653135,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Franciszek Januszewski,Poland,802731558,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Tadeusz Rejtan,Poland,802777457,GA,PL,Country,2019,38.368,38368000,EASTERN EUROPE
August Zaleski,Poland,803042272,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Zygmunt Muchniewski,Poland,803044575,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Zbigniew Religa,Poland,803071222,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Florian Ceynowa,Poland,803443644,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Car,Poland,803514994,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Haller,Poland,803769577,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jakub Berman,Poland,803893858,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Witold Tomczak,Poland,804109267,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Gabriel Narutowicz,Poland,804124368,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Aleksander Ładoś,Poland,804171624,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jerzy Zakulski,Poland,804171630,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jerzy Andrzejewski,Poland,804171644,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Witold Bieńkowski,Poland,804171645,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Leon Feiner,Poland,804171647,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Adam Czerniaków,Poland,804343456,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Józef Świeżyński,Poland,804361488,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Karol Modzelewski,Poland,804518216,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Kucharzewski,Poland,804595658,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Grzegorz Lato,Poland,804662132,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Władysław Studnicki,Poland,804733109,B,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Tymiński,Poland,804837086,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Ryszard Kalisz,Poland,805024455,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Łukasz Rzepecki,Poland,805162777,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jarosław Kaczyński,Poland,805200782,GA,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Kostka Potocki,Poland,805267975,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Gershon Dua-Bogen,Poland,805410025,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Władysław Grabski,Poland,805523705,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Artur Śliwiński,Poland,805524034,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Julian Nowak,Poland,805524159,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Władysław Sikorski,Poland,805524436,FA,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Aleksander Skrzyński,Poland,805524650,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Walery Sławek,Poland,805525354,B,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Tadeusz Tomaszewski (Prime Minister),Poland,805526546,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Roman Odzierzyński,Poland,805526683,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jerzy Hryniewski,Poland,805526828,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Edward Szczepanik,Poland,805527794,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Edward Osóbka-Morawski,Poland,805527959,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Edward Babiuch,Poland,805528587,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Józef Pińkowski,Poland,805528687,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Zbigniew Messner,Poland,805529106,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Józef Piłsudski,Poland,805648263,FA,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Kazimierz Nestor Sapieha,Poland,805670356,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Killion Munyama,Poland,805843500,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Kania,Poland,805876288,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Donald Tusk,Poland,806158632,GA,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Marie Casimire Louise de La Grange d'Arquien,Poland,806200500,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Tadeusz Mazowiecki,Poland,806347127,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Paweł Szałamacha,Poland,806368648,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Józef Poniatowski,Poland,806394996,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Dunin-Karwicki,Poland,806510922,B,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Matthew Stachiw,Poland,806513371,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Julia Przyłębska,Poland,806515712,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Grażyna Gęsicka,Poland,806567649,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Emeryk August Hutten-Czapski,Poland,806662947,B,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Anna Streżyńska,Poland,806692741,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Anna Zalewska,Poland,806693189,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Halina Skibniewska,Poland,806700272,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jacek Kuroń,Poland,806705756,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Konstanty Radziwiłł,Poland,806712665,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Tomaszewski,Poland,806908578,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jadwiga of Poland,Poland,807113462,FA,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Lech Kaczyński,Poland,807205355,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Ryszard Galla,Poland,807460527,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Mariusz Kamiński,Poland,807464956,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Yosia Nadiope of Busoga,Uganda,655390291,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Patrick Mutono,Uganda,684295893,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Stanislaus Okurut,Uganda,689614169,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Charles Oboth Ofumbi,Uganda,693292931,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Pumla Kisosonkole,Uganda,693388584,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Francis K. Butagira,Uganda,707473503,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Otema Allimadi,Uganda,708054598,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Omwony Ojwok,Uganda,713020154,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Jachan Mandir Omach,Uganda,715433158,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Onegi Obel,Uganda,717146307,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Saleh Kamba,Uganda,720059752,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
John Kabaireho,Uganda,723957779,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Tete Chelangat,Uganda,724554948,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Sarah Kanyike,Uganda,725742962,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Gagawala Wambuzi,Uganda,726767754,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Julius Wandera Maganda,Uganda,726918511,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Haruna Kasolo Kyeyune,Uganda,726919678,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Yabezi Kiiza,Uganda,736273855,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Semei Kakungulu,Uganda,737799048,C,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Abu Mayanja,Uganda,746946728,C,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Daniel Kidega,Uganda,753278613,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Eng Abner Nangwale,Uganda,756457100,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Yowabu Magada Kawaluuko,Uganda,757388522,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Grace Kwiyucwiny,Uganda,757563021,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Mary Goretti Kitutu,Uganda,757615490,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Rukiya Chekamondo,Uganda,757616921,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Sezi Mbaguta,Uganda,757617202,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Frederick Ngobi Gume,Uganda,758395750,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Rosemary Seninde,Uganda,758567928,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Gerald Ssendaula,Uganda,759366517,C,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Juma Oris,Uganda,759378614,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Godfrey Kiwanda,Uganda,759877869,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Geoffrey Onegi Obel,Uganda,760056661,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Tom Butime,Uganda,760181848,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Dennis Galabuzi Ssozi,Uganda,760184747,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Ken Lukyamuzi,Uganda,763247419,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Victoria Sekitoleko,Uganda,766481345,C,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Emmanuel Otala,Uganda,766665157,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Kabakumba Masiko,Uganda,770316807,C,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Innocent Oula,Uganda,771724283,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Isaac Mulindwa,Uganda,773245217,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Hope Mwesigye,Uganda,773870932,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Katikkiro of Buganda,Uganda,774683767,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Daudi Cwa II of Buganda,Uganda,774683907,C,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Ssuuna II of Buganda,Uganda,774684052,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Kamaanya of Buganda,Uganda,774684080,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Semakookiro of Buganda,Uganda,774684109,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Jjunju of Buganda,Uganda,774684124,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Kato Kintu,Uganda,774684195,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Chwa I of Buganda,Uganda,774684228,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Kyabaggu of Buganda,Uganda,774830237,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Kiweewa of Buganda,Uganda,774831268,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Ismael Orot,Uganda,775522497,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
James Obita,Uganda,775995921,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Janat Mukwaya,Uganda,776107670,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Besueri Kiwanuka Lusse Mulondo,Uganda,776344991,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Jeremiah Twa-Twa,Uganda,776491782,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Joyce Kakuramatsi Kikafunda,Uganda,777643576,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Kania Obiga,Uganda,778265355,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Apollo Kironde,Uganda,778598971,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Kibirige Mayanja,Uganda,778840186,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Kintu Musoke,Uganda,779007768,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Jessica Alupo,Uganda,779397351,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Rebecca Amuge Otengo,Uganda,779397437,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Syda Bbumba,Uganda,779397532,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Alintuma Nsambu,Uganda,781605803,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Esther Mbulakubuza Mbayo,Uganda,781789704,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Abdul Nadduli,Uganda,782460126,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Moses Kizige,Uganda,782979760,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Maria Kiwanuka,Uganda,783449036,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Elijah Mushemeza,Uganda,784734768,C,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Michael Lulume Bayigga,Uganda,784768216,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Deo Rwabiita,Uganda,785038536,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Daudi Ochieng,Uganda,785108122,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Joy Kabatsi,Uganda,785339072,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Joshua Wanume Kibedi,Uganda,785862055,C,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Kizza Besigye,Uganda,786081128,C,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Apolo Kagwa,Uganda,786226893,C,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Michael Kawalya Kagwa,Uganda,787306486,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Abed Bwanika,Uganda,787410566,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Aggrey Awori,Uganda,787858057,C,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Aggrey Bagiire,Uganda,787858062,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Agnes Akiror,Uganda,787870163,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Namirembe Bitamazire,Uganda,788019797,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Amon Bazira,Uganda,788899061,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Christopher Iga,Uganda,788972378,Stub,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Nasser Sebaggala,Uganda,788972461,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Erias Lukwago,Uganda,788972566,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Beatrice Wabudeya,Uganda,789747515,Start,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
Jane Aceng,Uganda,789747629,C,UG,Country,2019,45.74100000000001,45741000,EASTERN AFRICA
